food,good,place,like,just,great,service,time,really,ordered,ve,restaurant,got,order,don,menu,chicken,nice,try,little,best,came,love,bar,didn,pretty,delicious,people,cheese,come,sauce,went,did,definitely,better,night,eat,know,make,table,pizza,fresh,way,friendly,think,salad,right,staff,meal,wait,lunch,say,going,want,vegas,amazing,experience,said,dinner,drinks,sure,bit,ll,wasn,small,bad,minutes,new,day,drink,burger,hot,fries,taste,meat,tried,flavor,times,thing,server,sweet,asked,took,lot,area,happy,favorite,long,big,price,location,bread,fried,tasty,rice,sandwich,stars,worth,beer,dish
640544,598655,569321,436864,412690,390510,327862,317631,296737,221395,216471,207218,206109,205135,204031,191112,188983,183859,182631,181102,176929,174910,166681,161731,158512,155750,155688,145982,142313,142162,139622,138537,134774,132303,131807,131125,130577,130513,129856,129504,129149,127595,124970,124800,124255,118954,118827,117043,115911,115618,114997,112652,112603,112110,110296,109779,108916,107400,105359,104955,103546,102747,100401,98451,98007,95533,95021,94718,94447,92622,92191,90726,89604,88823,88372,87466,87265,87254,86932,85786,85726,82987,82560,82538,82157,81675,81224,80256,79961,79074,78755,78569,76598,76463,76301,75984,75868,75843,74303,74217
